Video_id,Segment_id,Label,Label_binary,Label_7
5vwXp27bCLw,10,0.33,positive,Neutral
5vwXp27bCLw,11,-0.33,negative,Neutral
5vwXp27bCLw,12,-1.33,negative,negative
5xa0Ac2krGs,0,-0.33,negative,Neutral
5xa0Ac2krGs,1,0.33,positive,Neutral
61531,0,1.0,positive,slightly positive
61531,1,1.33,positive,positive
61531,2,0.0,negative,Neutral
61531,3,0.67,positive,slightly positive
61531,4,0.0,negative,Neutral
61531,5,0.67,positive,slightly positive
61531,6,2.67,positive,very positive
61531,7,0.0,negative,Neutral
61531,8,0.33,positive,Neutral
61531,9,0.0,negative,Neutral
61531,10,0.0,negative,Neutral
61531,11,0.0,negative,Neutral
61531,12,0.33,positive,Neutral
61531,13,2.67,positive,very positive
61531,14,2.33,positive,very positive
61531,15,2.0,positive,positive
61531,16,2.33,positive,very positive
63951,0,-2.0,negative,negative
63951,1,-2.67,negative,very negative
63951,2,-2.67,negative,very negative
63951,3,-2.0,negative,negative
63951,4,0.0,negative,Neutral
63951,5,-1.67,negative,negative
63951,6,0.0,negative,Neutral
63951,7,0.0,negative,Neutral
63951,8,-0.67,negative,slightly negative
63951,9,0.0,negative,Neutral
63951,10,-0.67,negative,slightly negative
63951,11,0.0,negative,Neutral
63951,12,-3.0,negative,very negative
63951,13,-3.0,negative,very negative
63951,14,-2.0,negative,negative
63951,15,-2.67,negative,very negative
67uKYi7mslE,0,1.33,positive,positive
67uKYi7mslE,1,0.67,positive,slightly positive
67uKYi7mslE,2,1.0,positive,slightly positive
67uKYi7mslE,3,0.67,positive,slightly positive
67uKYi7mslE,4,0.67,positive,slightly positive
67uKYi7mslE,5,1.33,positive,positive
67uKYi7mslE,6,-1.0,negative,slightly negative
67uKYi7mslE,7,0.67,positive,slightly positive
67uKYi7mslE,8,-1.67,negative,negative
67uKYi7mslE,9,1.33,positive,positive
67uKYi7mslE,10,0.67,positive,slightly positive
67uKYi7mslE,11,0.67,positive,slightly positive
67uKYi7mslE,12,0.0,negative,Neutral
67uKYi7mslE,13,0.67,positive,slightly positive
67uKYi7mslE,14,0.0,negative,Neutral
67uKYi7mslE,15,0.0,negative,Neutral
67uKYi7mslE,16,0.67,positive,slightly positive
67uKYi7mslE,17,0.0,negative,Neutral
67uKYi7mslE,18,-0.33,negative,Neutral
69824,0,-1.67,negative,negative
69824,1,0.0,negative,Neutral
69824,2,-3.0,negative,very negative
69824,3,-1.33,negative,negative
69824,4,-2.67,negative,very negative
69824,5,2.0,positive,positive
69824,6,-1.0,negative,slightly negative
69824,7,-1.0,negative,slightly negative
6EDoVEm16fU,0,0.67,positive,slightly positive
6EDoVEm16fU,1,1.33,positive,positive
6EDoVEm16fU,2,0.33,positive,Neutral
6EDoVEm16fU,3,2.0,positive,positive
6EDoVEm16fU,4,2.0,positive,positive
6EDoVEm16fU,5,0.67,positive,slightly positive
6EDoVEm16fU,6,1.67,positive,positive
6EDoVEm16fU,7,1.0,positive,slightly positive
6EDoVEm16fU,8,1.0,positive,slightly positive
6EJHA6IDLNk,0,1.67,positive,positive
6EJHA6IDLNk,1,0.67,positive,slightly positive
6EJHA6IDLNk,2,0.0,negative,Neutral
6RFVsOWK1m4,0,0.0,negative,Neutral
6RFVsOWK1m4,1,0.0,negative,Neutral
6RFVsOWK1m4,2,-1.0,negative,slightly negative
6RFVsOWK1m4,3,0.0,negative,Neutral
6RFVsOWK1m4,4,-0.33,negative,Neutral
6RFVsOWK1m4,5,-0.67,negative,slightly negative
6RFVsOWK1m4,6,1.0,positive,slightly positive
6RFVsOWK1m4,7,0.67,positive,slightly positive
6brtMLkjjYk,0,2.0,positive,positive
6brtMLkjjYk,1,2.0,positive,positive
6brtMLkjjYk,2,1.0,positive,slightly positive
6gtfeIqGasE,0,0.67,positive,slightly positive
6gtfeIqGasE,1,1.33,positive,positive
6gtfeIqGasE,2,1.0,positive,slightly positive
6gtfeIqGasE,3,2.0,positive,positive
6gtfeIqGasE,4,2.67,positive,very positive
6uoM8-9d0zA,0,0.67,positive,slightly positive
79356,0,0.33,positive,Neutral
79356,1,-0.33,negative,Neutral
79356,2,2.0,positive,positive
79356,3,1.67,positive,positive
79356,4,1.0,positive,slightly positive
79356,5,2.67,positive,very positive
79356,6,2.67,positive,very positive
79356,7,0.0,negative,Neutral
79356,8,0.0,negative,Neutral
79356,9,2.67,positive,very positive
79356,10,-0.33,negative,Neutral
79356,11,1.0,positive,slightly positive
79356,12,0.0,negative,Neutral
7IxmlIwqigw,0,1.0,positive,slightly positive
7IxmlIwqigw,1,0.67,positive,slightly positive
7IxmlIwqigw,2,0.0,negative,Neutral
7IxmlIwqigw,3,0.67,positive,slightly positive
7IxmlIwqigw,4,0.67,positive,slightly positive
7IxmlIwqigw,5,1.67,positive,positive
7IxmlIwqigw,6,0.33,positive,Neutral
7IxmlIwqigw,7,0.0,negative,Neutral
7IxmlIwqigw,8,-1.0,negative,slightly negative
7IxmlIwqigw,9,-0.67,negative,slightly negative
7deoh0NoMs4,0,1.0,positive,slightly positive
7deoh0NoMs4,1,2.0,positive,positive
7f3ndBCx_JE,0,2.0,positive,positive
7f3ndBCx_JE,1,2.0,positive,positive
7f3ndBCx_JE,2,1.67,positive,positive
7idU7rR77Ss,0,0.0,negative,Neutral
7idU7rR77Ss,1,0.0,negative,Neutral
7idU7rR77Ss,2,0.0,negative,Neutral
7idU7rR77Ss,3,0.0,negative,Neutral
7idU7rR77Ss,4,0.0,negative,Neutral
7mb8Y2AhXIY,0,0.33,positive,Neutral
7mb8Y2AhXIY,1,0.67,positive,slightly positive
7mb8Y2AhXIY,2,-0.33,negative,Neutral
7mb8Y2AhXIY,3,2.0,positive,positive
7npCA0zoQ8Q,0,0.67,positive,slightly positive
7npCA0zoQ8Q,1,1.33,positive,positive
7npCA0zoQ8Q,2,1.67,positive,positive
83400,0,-1.0,negative,slightly negative
83400,1,0.0,negative,Neutral
83400,2,1.33,positive,positive
83400,3,0.0,negative,Neutral
83400,4,-0.67,negative,slightly negative
83400,5,0.0,negative,Neutral
83400,6,0.0,negative,Neutral
83400,7,0.33,positive,Neutral
83400,8,-0.33,negative,Neutral
83400,9,-2.33,negative,very negative
83400,10,-1.67,negative,negative
86c2OkQ3_U8,0,0.0,negative,Neutral
86c2OkQ3_U8,1,0.67,positive,slightly positive
86c2OkQ3_U8,2,2.0,positive,positive
86c2OkQ3_U8,3,0.0,negative,Neutral
86c2OkQ3_U8,4,-1.33,negative,negative
86c2OkQ3_U8,5,0.33,positive,Neutral
86c2OkQ3_U8,6,0.67,positive,slightly positive
86c2OkQ3_U8,7,0.67,positive,slightly positive
86c2OkQ3_U8,8,0.67,positive,slightly positive
86c2OkQ3_U8,9,0.33,positive,Neutral
86c2OkQ3_U8,10,0.33,positive,Neutral
88791,0,-2.33,negative,very negative
88791,1,-3.0,negative,very negative
88791,2,-2.0,negative,negative
88791,3,-1.67,negative,negative
88791,4,0.33,positive,Neutral
88791,5,0.0,negative,Neutral
88791,6,-1.0,negative,slightly negative
88791,7,-2.33,negative,very negative
88791,8,0.67,positive,slightly positive
88791,9,0.0,negative,Neutral
88791,10,-2.0,negative,negative
88791,11,-1.67,negative,negative
88791,12,-1.67,negative,negative
88791,13,-2.0,negative,negative
88791,14,0.0,negative,Neutral
88791,15,-1.0,negative,slightly negative
89ZmOPOilu4,0,-1.0,negative,slightly negative
89ZmOPOilu4,1,-0.33,negative,Neutral
8NPaDkOiXw4,0,0.0,negative,Neutral
8NPaDkOiXw4,1,0.0,negative,Neutral
8NPaDkOiXw4,2,-0.67,negative,slightly negative
8NPaDkOiXw4,3,0.67,positive,slightly positive
8TDAP0KNIIw,0,0.33,positive,Neutral
8TDAP0KNIIw,1,0.0,negative,Neutral
8VhVf0TbjDA,0,1.33,positive,positive
8VhVf0TbjDA,1,1.0,positive,slightly positive
8XZszYrUSCQ,0,2.0,positive,positive
8XZszYrUSCQ,1,1.0,positive,slightly positive
8XZszYrUSCQ,2,1.0,positive,slightly positive
8XZszYrUSCQ,3,1.0,positive,slightly positive
8i7u3fl-hP8,0,0.0,negative,Neutral
8i7u3fl-hP8,1,1.33,positive,positive
8i7u3fl-hP8,2,1.33,positive,positive
8jY_RhOS89o,0,0.0,negative,Neutral
8jY_RhOS89o,1,1.67,positive,positive
8jY_RhOS89o,2,0.67,positive,slightly positive
8jY_RhOS89o,3,0.67,positive,slightly positive
8lfS97s2AKc,0,0.67,positive,slightly positive
8lfS97s2AKc,1,-1.33,negative,negative
8lfS97s2AKc,2,-0.67,negative,slightly negative
8lfS97s2AKc,3,2.0,positive,positive
8lfS97s2AKc,4,-1.67,negative,negative
8lfS97s2AKc,5,0.33,positive,Neutral
8lfS97s2AKc,6,-1.0,negative,slightly negative
8lfS97s2AKc,7,-2.0,negative,negative
8wNr-NQImFg,0,0.0,negative,Neutral
8wNr-NQImFg,1,-0.33,negative,Neutral
8wNr-NQImFg,2,-1.33,negative,negative
8wNr-NQImFg,3,0.0,negative,Neutral
8wNr-NQImFg,4,0.33,positive,Neutral
8wNr-NQImFg,5,1.33,positive,positive
8wNr-NQImFg,6,0.67,positive,slightly positive
8wNr-NQImFg,7,0.33,positive,Neutral
8wQhzezNcUY,0,1.67,positive,positive
8wQhzezNcUY,1,2.0,positive,positive
8wQhzezNcUY,2,0.0,negative,Neutral
8wQhzezNcUY,3,2.0,positive,positive
8wQhzezNcUY,4,1.0,positive,slightly positive
8wQhzezNcUY,5,1.0,positive,slightly positive
8wQhzezNcUY,6,0.67,positive,slightly positive
91844,0,2.67,positive,very positive
91844,1,-0.33,negative,Neutral
91844,2,0.67,positive,slightly positive
91844,3,3.0,positive,very positive
91844,4,-0.33,negative,Neutral
91844,5,0.67,positive,slightly positive
91844,6,2.0,positive,positive
91844,7,0.0,negative,Neutral
91844,8,3.0,positive,very positive
91844,9,0.0,negative,Neutral
91844,10,0.67,positive,slightly positive
91844,11,0.67,positive,slightly positive
91844,12,-0.33,negative,Neutral
91844,13,2.0,positive,positive
92291,0,1.33,positive,positive
92291,1,0.67,positive,slightly positive
92291,2,0.67,positive,slightly positive
92291,3,0.0,negative,Neutral
92291,4,-2.33,negative,very negative
92291,5,-2.33,negative,very negative
92291,6,-2.33,negative,very negative
92291,7,-1.33,negative,negative
92496,0,-1.0,negative,slightly negative
92496,1,-2.67,negative,very negative
92496,2,-2.0,negative,negative
92496,3,-1.67,negative,negative
92496,4,-3.0,negative,very negative
92496,5,0.0,negative,Neutral
93iGT5oueTA,0,1.0,positive,slightly positive
93iGT5oueTA,1,-2.0,negative,negative
93iGT5oueTA,2,0.67,positive,slightly positive
93iGT5oueTA,3,1.33,positive,positive
93iGT5oueTA,4,1.67,positive,positive
93iGT5oueTA,5,0.0,negative,Neutral
93iGT5oueTA,6,1.33,positive,positive
93iGT5oueTA,7,-0.33,negative,Neutral
93iGT5oueTA,8,1.0,positive,slightly positive
93iGT5oueTA,9,-0.33,negative,Neutral
93iGT5oueTA,10,-2.67,negative,very negative
94481,0,1.33,positive,positive
94481,1,-0.67,negative,slightly negative
94481,2,-1.67,negative,negative
94481,3,0.0,negative,Neutral
94481,4,1.67,positive,positive
94481,5,0.67,positive,slightly positive
94481,6,3.0,positive,very positive
94481,7,2.67,positive,very positive
94481,8,0.67,positive,slightly positive
94481,9,1.67,positive,positive
94481,10,1.0,positive,slightly positive
94481,11,1.67,positive,positive
97ENTofrmNo,0,1.0,positive,slightly positive
97ENTofrmNo,1,1.33,positive,positive
97ENTofrmNo,2,2.0,positive,positive
97ENTofrmNo,3,0.67,positive,slightly positive
9GzFQBljNIY,0,-1.0,negative,slightly negative
9GzFQBljNIY,1,0.0,negative,Neutral
9GzFQBljNIY,2,0.33,positive,Neutral
9GzFQBljNIY,3,-1.0,negative,slightly negative
9GzFQBljNIY,4,1.0,positive,slightly positive
9GzFQBljNIY,5,-1.67,negative,negative
9Lr4i7bIB6w,0,0.67,positive,slightly positive
9Lr4i7bIB6w,1,0.0,negative,Neutral
9Lr4i7bIB6w,2,1.0,positive,slightly positive
9Lr4i7bIB6w,3,0.0,negative,Neutral
9Lr4i7bIB6w,4,0.67,positive,slightly positive
9Lr4i7bIB6w,5,0.67,positive,slightly positive
9Lr4i7bIB6w,6,1.0,positive,slightly positive
9Lr4i7bIB6w,7,1.33,positive,positive
9Lr4i7bIB6w,8,0.67,positive,slightly positive
9Lr4i7bIB6w,9,0.33,positive,Neutral
9PzZSheh10U,0,2.33,positive,very positive
9PzZSheh10U,1,0.67,positive,slightly positive
9PzZSheh10U,2,1.0,positive,slightly positive
9PzZSheh10U,3,1.33,positive,positive
9PzZSheh10U,4,0.33,positive,Neutral
9PzZSheh10U,5,0.67,positive,slightly positive
9PzZSheh10U,6,0.33,positive,Neutral
9PzZSheh10U,7,0.67,positive,slightly positive
9PzZSheh10U,8,0.67,positive,slightly positive
9PzZSheh10U,9,1.67,positive,positive
9PzZSheh10U,10,1.33,positive,positive
9PzZSheh10U,11,0.67,positive,slightly positive
9PzZSheh10U,12,1.0,positive,slightly positive
9PzZSheh10U,13,0.67,positive,slightly positive
9PzZSheh10U,14,0.0,negative,Neutral
9PzZSheh10U,15,0.0,negative,Neutral
9PzZSheh10U,16,0.33,positive,Neutral
9PzZSheh10U,17,0.0,negative,Neutral
9PzZSheh10U,18,1.0,positive,slightly positive
9PzZSheh10U,19,0.33,positive,Neutral
9PzZSheh10U,20,1.33,positive,positive
9PzZSheh10U,21,0.0,negative,Neutral
9PzZSheh10U,22,1.0,positive,slightly positive
9PzZSheh10U,23,0.67,positive,slightly positive
9PzZSheh10U,24,0.67,positive,slightly positive
9PzZSheh10U,25,0.67,positive,slightly positive
9PzZSheh10U,26,0.33,positive,Neutral
9PzZSheh10U,27,1.33,positive,positive
9PzZSheh10U,28,0.33,positive,Neutral
9PzZSheh10U,29,0.33,positive,Neutral
9PzZSheh10U,30,2.33,positive,very positive
9TAGpMywQyE,0,0.67,positive,slightly positive
9cYNT_YSo8o,0,1.33,positive,positive
9cYNT_YSo8o,1,-1.0,negative,slightly negative
9orb0lQnVW4,0,0.0,negative,Neutral
A1lFJXUpxZo,0,1.33,positive,positive
A1lFJXUpxZo,1,0.33,positive,Neutral
A1lFJXUpxZo,2,0.67,positive,slightly positive
A1lFJXUpxZo,3,1.67,positive,positive
A1lFJXUpxZo,4,1.67,positive,positive
AB1PbMaW03s,0,0.0,negative,Neutral
AB1PbMaW03s,1,0.0,negative,Neutral
AB1PbMaW03s,2,-0.33,negative,Neutral
AB1PbMaW03s,3,0.33,positive,Neutral
AB1PbMaW03s,4,1.0,positive,slightly positive
AB1PbMaW03s,5,0.0,negative,Neutral
AB1PbMaW03s,6,0.0,negative,Neutral
AB1PbMaW03s,7,0.33,positive,Neutral
AB1PbMaW03s,8,0.0,negative,Neutral
AB1PbMaW03s,9,0.33,positive,Neutral
AB1PbMaW03s,10,0.0,negative,Neutral
AHiA9hohKr8,0,0.33,positive,Neutral
AHiA9hohKr8,1,0.0,negative,Neutral
AHiA9hohKr8,2,-0.67,negative,slightly negative
AHiA9hohKr8,3,0.0,negative,Neutral
AHiA9hohKr8,4,1.0,positive,slightly positive
AHiA9hohKr8,5,1.33,positive,positive
AHiA9hohKr8,6,-1.67,negative,negative
AHiA9hohKr8,7,0.33,positive,Neutral
AQ4Pktv4-Gc,0,0.33,positive,Neutral
AgH84SNRx5s,0,1.67,positive,positive
AgH84SNRx5s,1,1.67,positive,positive
AlJX3Jw3xKk,0,0.67,positive,slightly positive
AlJX3Jw3xKk,1,0.67,positive,slightly positive
An8x4UfwZ7k,0,0.33,positive,Neutral
An8x4UfwZ7k,1,0.0,negative,Neutral
B9oeT0K92wU,0,0.0,negative,Neutral
BJS5KCSowgU,0,1.33,positive,positive
BJS5KCSowgU,1,2.0,positive,positive
BJS5KCSowgU,2,1.0,positive,slightly positive
BR2pkk3TK-0,0,0.67,positive,slightly positive
BR2pkk3TK-0,1,0.0,negative,Neutral
BRSyH6yfDLk,0,2.0,positive,positive
BRSyH6yfDLk,1,1.67,positive,positive
BRSyH6yfDLk,2,1.33,positive,positive
BRSyH6yfDLk,3,-0.67,negative,slightly negative
BRSyH6yfDLk,4,0.0,negative,Neutral
BTjV5dU_rfY,0,1.33,positive,positive
Bpy61RdLAvo,0,-1.0,negative,slightly negative
C5-cY1nPQ20,0,0.67,positive,slightly positive
C5-cY1nPQ20,1,1.33,positive,positive
C5-cY1nPQ20,2,0.67,positive,slightly positive
C5-cY1nPQ20,3,0.0,negative,Neutral
C5-cY1nPQ20,4,-0.67,negative,slightly negative
C5-cY1nPQ20,5,1.0,positive,slightly positive
C5-cY1nPQ20,6,0.67,positive,slightly positive
C5-cY1nPQ20,7,1.33,positive,positive
C5-cY1nPQ20,8,0.67,positive,slightly positive
C5-cY1nPQ20,9,0.33,positive,Neutral
CKqDDh50gcU,0,1.33,positive,positive
CKqDDh50gcU,1,1.67,positive,positive
CKqDDh50gcU,2,2.67,positive,very positive
CKqDDh50gcU,3,2.0,positive,positive
CKqDDh50gcU,4,1.67,positive,positive
CKqDDh50gcU,5,0.33,positive,Neutral
CO2YoTZbUr0,0,0.0,negative,Neutral
CO2YoTZbUr0,1,0.0,negative,Neutral
CO2YoTZbUr0,2,0.0,negative,Neutral
CO2YoTZbUr0,3,-0.67,negative,slightly negative
CO2YoTZbUr0,4,0.0,negative,Neutral
CO2YoTZbUr0,5,0.67,positive,slightly positive
CO2YoTZbUr0,6,0.67,positive,slightly positive
CO2YoTZbUr0,7,0.33,positive,Neutral
CO2YoTZbUr0,8,-1.67,negative,negative
CO2YoTZbUr0,9,0.0,negative,Neutral
CO6n-skQJss,0,0.67,positive,slightly positive
CO6n-skQJss,1,0.0,negative,Neutral
CO6n-skQJss,2,-1.33,negative,negative
CO6n-skQJss,3,1.33,positive,positive
CU6U-gS76K4,0,1.33,positive,positive
CU6U-gS76K4,1,1.0,positive,slightly positive
CU6U-gS76K4,2,0.0,negative,Neutral
CU6U-gS76K4,3,1.67,positive,positive
CU6U-gS76K4,4,0.67,positive,slightly positive
CbRexsp1HKw,0,-0.33,negative,Neutral
CbRexsp1HKw,1,-0.33,negative,Neutral
CbRexsp1HKw,2,-0.33,negative,Neutral
CbRexsp1HKw,3,0.0,negative,Neutral
CbRexsp1HKw,4,0.33,positive,Neutral
CbRexsp1HKw,5,-0.33,negative,Neutral
ChhZna-aBK4,0,0.33,positive,Neutral
ChhZna-aBK4,1,0.33,positive,Neutral
ChhZna-aBK4,2,1.0,positive,slightly positive
ChhZna-aBK4,3,0.67,positive,slightly positive
ChhZna-aBK4,4,1.33,positive,positive
ChhZna-aBK4,5,1.33,positive,positive
ChhZna-aBK4,6,0.0,negative,Neutral
ChhZna-aBK4,7,1.33,positive,positive
ChhZna-aBK4,8,1.33,positive,positive
ChhZna-aBK4,9,0.67,positive,slightly positive
ChhZna-aBK4,10,0.33,positive,Neutral
ChhZna-aBK4,11,0.67,positive,slightly positive
ChhZna-aBK4,12,0.67,positive,slightly positive
ChhZna-aBK4,13,0.33,positive,Neutral
ChhZna-aBK4,14,0.67,positive,slightly positive
CwF97vXPYX4,0,-0.67,negative,slightly negative
CwF97vXPYX4,1,-0.33,negative,Neutral
DMtFQjrY7Hg,0,0.33,positive,Neutral
DMtFQjrY7Hg,1,0.67,positive,slightly positive
DR65no1jCbg,0,0.0,negative,Neutral
DR65no1jCbg,1,0.0,negative,Neutral
DR65no1jCbg,2,0.0,negative,Neutral
DVAY-u_cJWU,0,-0.33,negative,Neutral
DVAY-u_cJWU,1,0.0,negative,Neutral
DVAY-u_cJWU,2,1.0,positive,slightly positive
DebbnL-_rnI,0,1.67,positive,positive
DebbnL-_rnI,1,2.0,positive,positive
DjcZrtcBZi4,0,0.33,positive,Neutral
DjcZrtcBZi4,1,0.0,negative,Neutral
DjcZrtcBZi4,2,0.33,positive,Neutral
DjcZrtcBZi4,3,-0.33,negative,Neutral
DjcZrtcBZi4,4,0.67,positive,slightly positive
DjcZrtcBZi4,5,0.0,negative,Neutral
DjcZrtcBZi4,6,0.0,negative,Neutral
DjcZrtcBZi4,7,0.67,positive,slightly positive
DjcZrtcBZi4,8,0.0,negative,Neutral
DlX-WyVe-D0,0,1.0,positive,slightly positive
DlX-WyVe-D0,1,1.0,positive,slightly positive
Dm8AL84e11w,0,2.0,positive,positive
Dm8AL84e11w,1,0.67,positive,slightly positive
Dm8AL84e11w,2,0.0,negative,Neutral
DnBHq5I52LM,0,-1.67,negative,negative
DnBHq5I52LM,1,-1.67,negative,negative
DnBHq5I52LM,2,0.0,negative,Neutral
DnBHq5I52LM,3,-1.0,negative,slightly negative
DnBHq5I52LM,4,-1.33,negative,negative
DnBHq5I52LM,5,-0.33,negative,Neutral
DnBHq5I52LM,6,0.0,negative,Neutral
DnBHq5I52LM,7,-0.33,negative,Neutral
DnBHq5I52LM,8,-0.33,negative,Neutral
DnBHq5I52LM,9,0.0,negative,Neutral
DtbT85s3i94,0,0.0,negative,Neutral
DtbT85s3i94,1,0.67,positive,slightly positive
DtbT85s3i94,2,0.67,positive,slightly positive
DtbT85s3i94,3,1.0,positive,slightly positive
DtbT85s3i94,4,1.0,positive,slightly positive
DzdPl68gV5o,0,0.67,positive,slightly positive
DzdPl68gV5o,1,-0.67,negative,slightly negative
E1r0FrFyNTw,0,0.0,negative,Neutral
E1r0FrFyNTw,1,2.67,positive,very positive
E1r0FrFyNTw,2,0.0,negative,Neutral
EMS14J0odIE,0,0.0,negative,Neutral
EMS14J0odIE,1,0.33,positive,Neutral
EMS14J0odIE,2,0.67,positive,slightly positive
EMS14J0odIE,3,-0.33,negative,Neutral
EO_5o9Gup6g,0,0.33,positive,Neutral
EO_5o9Gup6g,1,-0.67,negative,slightly negative
EO_5o9Gup6g,2,-1.67,negative,negative
EO_5o9Gup6g,3,-1.33,negative,negative
EO_5o9Gup6g,4,-1.33,negative,negative
EO_5o9Gup6g,5,0.0,negative,Neutral
EO_5o9Gup6g,6,-0.67,negative,slightly negative
EO_5o9Gup6g,7,-1.0,negative,slightly negative
EO_5o9Gup6g,8,-1.0,negative,slightly negative
EO_5o9Gup6g,9,-0.33,negative,Neutral
EO_5o9Gup6g,10,-1.33,negative,negative
EO_5o9Gup6g,11,-1.67,negative,negative
EO_5o9Gup6g,12,-1.33,negative,negative
EO_5o9Gup6g,13,-1.0,negative,slightly negative
EO_5o9Gup6g,14,0.0,negative,Neutral
EO_5o9Gup6g,15,-2.0,negative,negative
EO_5o9Gup6g,16,-1.33,negative,negative
EO_5o9Gup6g,17,-0.33,negative,Neutral
EO_5o9Gup6g,18,-1.0,negative,slightly negative
EujJ0SwiCRE,0,0.0,negative,Neutral
EyoMU2yoJPY,0,1.67,positive,positive
EyoMU2yoJPY,1,0.33,positive,Neutral
EyoMU2yoJPY,2,0.33,positive,Neutral
EyoMU2yoJPY,3,-0.33,negative,Neutral
F2hc2FLOdhI,0,0.67,positive,slightly positive
F2hc2FLOdhI,1,1.67,positive,positive
F2hc2FLOdhI,2,1.0,positive,slightly positive
F2hc2FLOdhI,3,0.0,negative,Neutral
F2hc2FLOdhI,4,1.0,positive,slightly positive
F2hc2FLOdhI,5,-0.67,negative,slightly negative
F2hc2FLOdhI,6,0.0,negative,Neutral
F7zQPzwFToE,0,-1.67,negative,negative
F7zQPzwFToE,1,-0.67,negative,slightly negative
F7zQPzwFToE,2,0.0,negative,Neutral
F7zQPzwFToE,3,-1.0,negative,slightly negative
F8eQI8E-6q4,0,0.67,positive,slightly positive
F8eQI8E-6q4,1,-0.67,negative,slightly negative
F8eQI8E-6q4,2,-0.67,negative,slightly negative
FHDVQkU-nGI,0,0.67,positive,slightly positive
FHDVQkU-nGI,1,1.33,positive,positive
FHDVQkU-nGI,2,1.0,positive,slightly positive
FHDVQkU-nGI,3,2.0,positive,positive
FHDVQkU-nGI,4,1.67,positive,positive
FHDVQkU-nGI,5,2.0,positive,positive
FHDVQkU-nGI,6,2.33,positive,very positive
FHDVQkU-nGI,7,1.67,positive,positive
FMenDv3y8jc,0,0.67,positive,slightly positive
FMenDv3y8jc,1,0.33,positive,Neutral
FMenDv3y8jc,2,0.67,positive,slightly positive
FMenDv3y8jc,3,0.67,positive,slightly positive
FMenDv3y8jc,4,1.0,positive,slightly positive
FMenDv3y8jc,5,0.33,positive,Neutral
F_YaG_pvZrA,0,0.33,positive,Neutral
F_YaG_pvZrA,1,0.67,positive,slightly positive
F_YaG_pvZrA,2,0.0,negative,Neutral
F_YaG_pvZrA,3,0.67,positive,slightly positive
F_YaG_pvZrA,4,0.0,negative,Neutral
FqEekswKPWE,0,0.0,negative,Neutral
FqEekswKPWE,1,0.33,positive,Neutral
FqEekswKPWE,2,0.33,positive,Neutral
FqEekswKPWE,3,0.0,negative,Neutral
FqEekswKPWE,4,0.0,negative,Neutral
GAVpYuhMZAw,0,0.67,positive,slightly positive
GAVpYuhMZAw,1,0.67,positive,slightly positive
GAVpYuhMZAw,2,1.0,positive,slightly positive
GAVpYuhMZAw,3,2.0,positive,positive
GAVpYuhMZAw,4,0.0,negative,Neutral
GAVpYuhMZAw,5,1.33,positive,positive
GAVpYuhMZAw,6,0.33,positive,Neutral
GAVpYuhMZAw,7,1.0,positive,slightly positive
GAVpYuhMZAw,8,-0.33,negative,Neutral
GK-Pprzh0t0,0,-1.67,negative,negative
GK-Pprzh0t0,1,-0.67,negative,slightly negative
GK-Pprzh0t0,2,0.33,positive,Neutral
GK-Pprzh0t0,3,1.67,positive,positive
GKsjv42t284,0,1.33,positive,positive
GKsjv42t284,1,-0.67,negative,slightly negative
GKsjv42t284,2,-0.67,negative,slightly negative
GKsjv42t284,3,-0.67,negative,slightly negative
GKsjv42t284,4,0.33,positive,Neutral
GMa0cIAltnw,0,-0.67,negative,slightly negative
GMa0cIAltnw,1,0.33,positive,Neutral
GMa0cIAltnw,2,-1.33,negative,negative
GMa0cIAltnw,3,-2.33,negative,very negative
GNP0PFas12Y,0,0.33,positive,Neutral
GNP0PFas12Y,1,0.0,negative,Neutral
GNP0PFas12Y,2,0.67,positive,slightly positive
GNP0PFas12Y,3,0.33,positive,Neutral
GNP0PFas12Y,4,0.33,positive,Neutral
GNP0PFas12Y,5,0.67,positive,slightly positive
GNP0PFas12Y,6,1.0,positive,slightly positive
GO0V4ZGSF28,0,0.0,negative,Neutral
GXIfrEUJ5d4,0,-0.33,negative,Neutral
GXIfrEUJ5d4,1,0.0,negative,Neutral
Gc_zIjqqUys,0,0.67,positive,slightly positive
Gc_zIjqqUys,1,-0.33,negative,Neutral
Gc_zIjqqUys,2,0.0,negative,Neutral
GlShH_ua_GU,0,1.67,positive,positive
GmpDbIstUdc,0,0.33,positive,Neutral
GmpDbIstUdc,1,0.33,positive,Neutral
GmpDbIstUdc,2,-0.33,negative,Neutral
H-74k5vclCU,0,0.33,positive,Neutral
H-74k5vclCU,1,0.67,positive,slightly positive
H-74k5vclCU,2,1.0,positive,slightly positive
H9BNzzxlscA,0,0.0,negative,Neutral
H9BNzzxlscA,1,1.0,positive,slightly positive
H9BNzzxlscA,2,0.0,negative,Neutral
H9BNzzxlscA,3,-0.67,negative,slightly negative
H9BNzzxlscA,4,0.0,negative,Neutral
HA2AiTz-qxc,0,-0.67,negative,slightly negative
HA2AiTz-qxc,1,0.0,negative,Neutral
HA2AiTz-qxc,2,0.0,negative,Neutral
HAnQVHOd3hg,0,0.33,positive,Neutral
HAnQVHOd3hg,1,0.0,negative,Neutral
HAnQVHOd3hg,2,-0.33,negative,Neutral
HFPGeaEPy9o,0,-0.67,negative,slightly negative
HFPGeaEPy9o,1,-0.33,negative,Neutral
HFPGeaEPy9o,2,0.33,positive,Neutral
HFPGeaEPy9o,3,0.0,negative,Neutral
